,release_date,movie,production_budget_millions,domestic_gross_millions,worldwide_gross_millions,vote_average,vote_count,start_year,genres,directors_name,movie_profits_millions
1308,30-Jun-10,Love Ranch,25.0,0.137885,0.146149,6.1,28,2010,"Biography,Comedy,Drama",Taylor Hackford,-24.853851
1309,8-Jul-11,Ironclad,25.0,0.0,5.297411,6.1,373,2011,"Action,Adventure,Drama",Jonathan English,-19.702589
1310,10-Mar-15,Red Sky,25.0,0.0,0.091116,4.5,33,2011,"Drama,Romance",Laya Yourgou,-24.908884
1314,9-Nov-12,Dangerous Liaisons,24.2,0.017,10.447579,6.2,22,2012,"Drama,Mystery,Romance",Jin-ho Hur,-13.752421
1315,21-Dec-88,Dangerous Liaisons,14.0,34.7,34.7,6.2,22,2012,"Drama,Mystery,Romance",Jin-ho Hur,20.700000000000003
1316,20-Jun-14,Think Like a Man Too,24.0,65.028687,70.027933,6.3,319,2014,"Comedy,Romance",Tim Story,46.027933000000004
1317,16-Dec-16,Fences,24.0,57.682904,64.282881,6.8,1465,2016,Drama,Denzel Washington,40.282881
1319,14-Oct-11,Footloose,24.0,51.802742,62.989834,6.6,929,2011,"Comedy,Drama,Music",Craig Brewer,38.989834
1320,17-Feb-84,Footloose,8.2,80.0,80.0,6.6,929,2011,"Comedy,Drama,Music",Craig Brewer,71.8
1321,7-Apr-17,Going in Style,24.0,45.018541,78.672579,6.6,1324,2017,"Comedy,Crime",Zach Braff,54.672579
1322,20-Aug-10,Piranha 3D,24.0,25.003155,83.66016,5.3,1029,2010,"Comedy,Horror",Alexandre Aja,59.660160000000005
1323,24-Nov-10,Faster,24.0,23.24002,35.792945,6.2,895,2010,"Action,Crime,Drama",George Tillman Jr.,11.792945000000003
1324,16-Sep-11,I Don't Know How She Does It,24.0,9.659074,24.474463,5.2,231,2011,"Comedy,Romance",Douglas McGrath,0.4744630000000001
1325,20-Dec-13,Dhoom 3,24.0,8.031955,11.72362,5.9,136,2013,"Action,Thriller",Vijay Krishna Acharya,-12.27638
1326,16-Nov-18,Green Book,23.0,85.080171,322.034439,8.3,3499,2018,"Biography,Comedy,Drama",Peter Farrelly,299.034439
1327,16-Jan-15,The Wedding Ringer,23.0,64.460211,80.171596,6.5,961,2015,Comedy,Jeremy Garelick,57.171595999999994
1328,7-Oct-11,The Ides of March,23.0,40.962534,77.735925,6.7,1405,2011,"Drama,Thriller",George Clooney,54.735924999999995
1329,5-Oct-18,The Hate U Give,23.0,29.719483,35.067665,8.2,636,2018,"Crime,Drama",George Tillman Jr.,12.067664999999998
1330,10-Jan-14,Her,23.0,25.568251,48.163815,7.9,7776,2013,"Drama,Romance,Sci-Fi",Spike Jonze,25.163815
1331,20-Jan-12,Haywire,23.0,18.942396,36.3747,5.6,747,2011,"Action,Drama,Thriller",Steven Soderbergh,13.374699999999997
1332,26-Feb-16,Eddie the Eagle,23.0,15.789389,45.06048,7.2,1190,2015,"Biography,Comedy,Drama",Dexter Fletcher,22.06048
1333,25-Aug-00,The Crew,23.0,13.019253,13.019253,6.2,134,2012,Comedy,Kate Kaminski,-9.980747
1336,28-Jun-13,Redemption,23.0,0.036686,13.593473,3.8,2,2011,"Adventure,Drama,Romance",Joseph P. Stachura,-9.406527
1345,18-Nov-16,Nocturnal Animals,22.5,10.663357,32.398681,7.4,4192,2016,"Drama,Thriller",Tom Ford,9.898681000000003
1346,24-Apr-15,The Water Diviner,22.5,4.200117,31.054727,6.8,682,2014,"Drama,History,War",Russell Crowe,8.554727
1347,13-Jul-90,Ghost,22.0,217.631306,517.6,5.7,23,2010,"Drama,Fantasy,Mystery",Tarô Ohtani,495.6
1350,28-Feb-14,Son of God,22.0,59.700064,70.949793,6.4,123,2014,"Biography,Drama,History",Christopher Spencer,48.949793
1351,8-Aug-14,The Hundred-Foot Journey,22.0,54.235441,94.270488,7.3,785,2014,"Comedy,Drama",Lasse Hallström,72.270488
1352,3-Aug-12,Diary of a Wimpy Kid: Dog Days,22.0,49.008662,77.229695,6.2,440,2012,"Comedy,Family",David Bowers,55.22969500000001
1353,11-Nov-05,Derailed,22.0,36.020063,57.520063,6.2,500,2016,"Action,Crime",Seong-Tae Lee,35.520063
1355,22-Nov-13,Delivery Man,22.0,30.659817,70.53687,6.2,858,2013,"Comedy,Drama",Ken Scott,48.53686999999999
1356,19-May-17,Diary of a Wimpy Kid: The Long Haul,22.0,20.738724,35.609577,5.6,193,2017,"Comedy,Family",David Bowers,13.609577000000002
1357,27-Nov-13,Homefront,22.0,20.158492,51.695362,6.5,1410,2013,"Action,Thriller",Gary Fleder,29.695362000000003
1358,4-Sep-15,The Transporter Refueled,22.0,16.02967,69.698495,5.4,836,2015,"Action,Adventure,Crime",Camille Delamarre,47.698494999999994
1359,22-Aug-12,Hit & Run,22.0,13.7493,17.216955,5.7,312,2019,"Action,Comedy",Ody C. Harahap,-4.783045000000001
1360,17-Nov-17,"Roman J. Israel, Esq.",22.0,11.962712,12.967012,6.2,499,2017,"Crime,Drama,Thriller",Dan Gilroy,-9.032988
1361,4-Dec-13,Out of the Furnace,22.0,11.330849,15.434375,6.6,1077,2013,"Crime,Drama,Thriller",Scott Cooper,-6.565625000000001
1362,8-Dec-17,Just Getting Started,22.0,6.069605,6.756412,4.9,94,2017,"Action,Comedy",Ron Shelton,-15.243587999999999
1363,31-Oct-14,Before I Go to Sleep,22.0,3.242457,19.563579,6.4,1098,2014,"Drama,Horror,Mystery",Rowan Joffe,-2.4364209999999993
1364,8-Oct-10,Stone,22.0,1.810078,4.06502,5.2,334,2010,"Drama,Thriller",John Curran,-17.93498
1368,22-Jun-12,To Rome with Love,21.5,16.684352,74.326015,5.7,1097,2012,"Comedy,Music,Romance",Woody Allen,52.826015
1369,16-Nov-12,Silver Linings Playbook,21.0,132.092958,236.412453,7.1,7636,2012,"Comedy,Drama,Romance",David O. Russell,215.412453
1370,6-Apr-18,Blockers,21.0,60.311495,94.045328,6.1,969,2018,Comedy,Kay Cannon,73.045328
1371,16-Apr-10,Death at a Funeral,21.0,42.739347,48.977233,5.7,439,2010,Comedy,Neil LaBute,27.977233
1372,17-Aug-07,Death at a Funeral,20.0,8.580428,46.790428,5.7,439,2010,Comedy,Neil LaBute,26.790428
1373,5-Nov-10,For Colored Girls,21.0,37.729698,38.017873,6.8,33,2010,Drama,Tyler Perry,17.017873
1374,4-Aug-17,Kidnap,21.0,30.718107,34.83608,6.0,805,2019,Drama,Raja Chanda,13.836080000000003
1378,9-Dec-11,Tinker Tailor Soldier Spy,21.0,24.149393,81.452811,6.7,1402,2011,"Drama,Mystery,Thriller",Tomas Alfredson,60.452811
1379,6-May-11,The Beaver,21.0,0.970816,5.046038,6.3,464,2011,Drama,Jodie Foster,-15.953962
1380,24-Feb-17,Bitter Harvest,21.0,0.557241,0.606162,6.2,42,2017,"Drama,Romance,War",George Mendeluk,-20.393838
1381,22-Oct-99,Molly,21.0,0.017396,0.017396,5.8,5,2020,Drama,Sally Potter,-20.982604
1382,9-Dec-16,La La Land,20.0,151.101803,426.351163,7.9,10028,2016,"Comedy,Drama,Music",Damien Chazelle,406.351163
1383,19-Jul-13,The Conjuring,20.0,137.400141,318.000141,7.5,5912,2013,"Horror,Mystery,Thriller",James Wan,298.000141
1384,17-Nov-17,Wonder,20.0,132.422809,304.604712,8.2,3959,2017,"Drama,Family",Stephen Chbosky,284.604712
1385,15-Oct-10,Jackass 3D,20.0,117.229692,171.685793,6.3,655,2010,"Action,Comedy,Documentary",Jeff Tremaine,151.685793
1386,2-Jul-14,Tammy,20.0,84.525432,96.407655,5.2,735,2014,"Comedy,Romance",Ben Falcone,76.407655
1387,16-Nov-11,The Descendants,20.0,82.624961,175.5078,6.8,1522,2011,"Comedy,Drama",Alexander Payne,155.5078
1389,31-Mar-10,The Last Song,20.0,62.950384,92.678948,7.2,2199,2010,"Drama,Music,Romance",Julie Anne Robinson,72.678948
1390,2-Apr-10,Why Did I Get Married Too?,20.0,60.095852,60.831067,5.9,49,2010,"Comedy,Drama,Romance",Tyler Perry,40.831067
1391,18-Oct-13,12 Years a Slave,20.0,56.671993,181.025343,7.9,6631,2013,"Biography,Drama,History",Steve McQueen,161.025343
1392,3-Jun-16,Me Before You,20.0,56.245075,208.265198,7.7,5939,2016,"Drama,Romance",Thea Sharrock,188.265198
1393,15-Apr-16,Barbershop: The Next Cut,20.0,54.030051,54.404202,6.0,248,2016,"Comedy,Drama",Malcolm D. Lee,34.404202
1394,14-Sep-18,A Simple Favor,20.0,53.548586,97.628717,6.6,1756,2018,"Comedy,Crime,Drama",Paul Feig,77.628717
1395,9-Jan-15,Selma,20.0,52.076908,66.776576,7.5,1354,2014,"Biography,Drama,History",Ava DuVernay,46.776576000000006
1396,6-Nov-15,Spotlight,20.0,45.055776,92.08846,7.8,4935,2015,"Crime,Drama",Tom McCarthy,72.08846
1398,30-Mar-18,Acrimony,20.0,43.549096,46.627836,6.6,186,2018,"Drama,Romance,Thriller",Tyler Perry,26.627836000000002
1399,26-Jun-15,Max,20.0,42.656255,43.658157,6.8,407,2010,"Biography,Comedy,Documentary",Luca Scivoletto,23.658157000000003
1402,17-Nov-17,The Star,20.0,40.847995,62.75801,5.4,233,2017,"Adventure,Animation,Comedy",Timothy Reckart,42.75801
1403,27-Jul-16,Nerve,20.0,38.583626,70.652284,10.0,1,2011,"Comedy,Drama",J.R. Sawyers,50.652283999999995
1409,19-Feb-16,Risen,20.0,36.880033,46.255763,5.8,433,2010,"Biography,Drama",Neil Jones,26.255763
1411,21-Dec-79,The Black Hole,20.0,35.841901,35.841901,2.9,14,2016,"Sci-Fi,Thriller",Mark Steven Grove,15.841901
1412,1-Sep-10,The American,20.0,35.606376,67.950723,5.8,690,2010,"Crime,Drama,Thriller",Anton Corbijn,47.950722999999996
1413,4-Jan-13,Texas Chainsaw 3D,20.0,34.341945,47.666013,5.3,780,2013,"Horror,Thriller",John Luessenhop,27.666013
1414,12-Mar-10,She's Out of My League,20.0,32.01086,48.680977,6.1,970,2010,"Comedy,Romance",Jim Field Smith,28.680977
1415,26-Nov-08,Milk,20.0,31.841299,57.293371,5.0,1,2015,"Documentary,Family",Noemi Weis,37.293371
1418,31-Aug-11,The Debt,20.0,31.177548,46.604054,6.6,403,2010,"Drama,Thriller",John Madden,26.604053999999998
1420,23-Aug-13,The World's End,20.0,26.004851,47.508505,6.7,2990,2013,"Action,Comedy,Sci-Fi",Edgar Wright,27.508505
1421,24-Sep-10,You Again,20.0,25.702053,32.838945,6.2,734,2010,"Comedy,Family,Romance",Andy Fickman,12.838945000000002
1422,25-Dec-18,On the Basis of Sex,20.0,24.622687,38.073377,7.4,225,2018,"Biography,Drama",Mimi Leder,18.073377
1423,14-Feb-14,Endless Love,20.0,23.43825,34.718173,6.8,990,2014,"Drama,Romance",Shana Feste,14.718173
1424,8-Sep-06,The Covenant,20.0,23.364784,38.164784,4.4,14,2017,Horror,Robert Conway,18.164783999999997
1425,1-Jul-11,Monte Carlo,20.0,23.186769,39.686769,6.2,1193,2011,"Adventure,Comedy,Family",Thomas Bezucha,19.686768999999998
1426,16-Jun-17,Rough Night,20.0,22.105643,46.844357,5.6,1096,2017,"Comedy,Crime,Thriller",Lucia Aniello,26.844357000000002
1427,30-Oct-98,Vampires,20.0,20.268825,20.268825,6.0,1,2010,"Comedy,Fantasy,Horror",Vincent Lannoo,0.26882499999999965
1429,20-Nov-15,Secret in Their Eyes,20.0,20.180155,32.608019,6.3,696,2015,"Crime,Drama,Mystery",Billy Ray,12.608018999999999
1430,31-Jul-81,Under the Rainbow,20.0,18.82649,18.82649,5.5,42,2013,"Comedy,Drama,Romance",Agnès Jaoui,-1.1735100000000003
1433,30-Sep-11,What's Your Number?,20.0,14.011084,30.163785,6.4,1271,2011,"Comedy,Romance",Mark Mylod,10.163785
1434,30-Oct-15,Burnt,20.0,13.651946,36.77351,6.4,1841,2015,"Comedy,Drama",John Wells,16.77351
1436,26-Feb-16,Triple 9,20.0,12.639297,25.943792,5.8,1258,2016,"Crime,Thriller",John Hillcoat,5.943791999999998
1437,2-Sep-16,The Light Between Oceans,20.0,12.545979,22.281732,7.1,831,2016,"Drama,Romance",Derek Cianfrance,2.2817320000000016
1438,1-Oct-10,Let Me In,20.0,12.134935,28.270399,6.7,1061,2010,"Drama,Fantasy,Horror",Matt Reeves,8.270399000000001
1442,27-Oct-17,Thank You for Your Service,20.0,9.47939,9.985316,6.0,1,2015,"Documentary,Drama",Tom Donahue,-10.014684
1446,4-Dec-09,Everybody's Fine,20.0,9.208876,9.208876,6.0,1,2016,Drama,Meng Zhang,-10.791124
1447,20-Sep-13,Battle of the Year,20.0,8.888355,16.723377,6.1,130,2013,"Drama,Music",Benson Lee,-3.2766230000000007
1448,12-Dec-14,Inherent Vice,20.0,8.110975,14.772346,6.6,1359,2014,"Comedy,Crime,Drama",Paul Thomas Anderson,-5.227653999999999
1449,11-Oct-13,Machete Kills,20.0,8.008161,18.273009,5.5,1079,2013,"Action,Crime,Sci-Fi",Robert Rodriguez,-1.7269910000000017
1450,24-Apr-15,Little Boy,20.0,6.485961,17.769299,7.0,292,2015,"Drama,History,War",Alejandro Monteverde,-2.230701
1451,31-Dec-14,A Most Violent Year,20.0,5.749134,8.846875,6.6,792,2014,"Crime,Drama,Thriller",J.C. Chandor,-11.153125
1452,23-Nov-11,A Dangerous Method,20.0,5.702083,14.807531,6.3,1066,2011,"Biography,Drama,Romance",David Cronenberg,-5.192468999999999
1453,26-Aug-16,Hands of Stone,20.0,4.712792,5.031975,6.1,167,2016,"Action,Biography,Drama",Jonathan Jakubowicz,-14.968025
1454,7-Sep-12,The Cold Light of Day,20.0,3.763583,25.361206,5.1,463,2012,"Action,Thriller",Mabrouk El Mechri,5.361205999999999
1455,26-Oct-18,Suspiria,20.0,2.483472,7.034615,7.0,752,2018,"Fantasy,Horror,Mystery",Luca Guadagnino,-12.965385000000001
1456,3-Nov-17,LBJ,20.0,2.468683,2.507181,6.6,65,2016,"Biography,Drama,History",Rob Reiner,-17.492819
1457,29-Apr-11,Dylan Dog: Dead of Night,20.0,1.186538,6.093725,4.4,243,2010,"Action,Comedy,Crime",Kevin Munroe,-13.906275
1458,3-Dec-10,All Good Things,20.0,0.582024,0.873617,6.0,493,2010,"Crime,Drama,Mystery",Andrew Jarecki,-19.126383
1459,13-Nov-15,By the Sea,20.0,0.53846,3.727746,5.4,306,2015,"Drama,Romance",Angelina Jolie,-16.272254
1461,10-Dec-10,The Tempest,20.0,0.277943,0.277943,5.8,52,2010,"Comedy,Drama,Fantasy",Julie Taymor,-19.722057
1464,30-Oct-15,Regression,20.0,0.055039,15.824374,5.5,1065,2015,"Crime,Horror,Mystery",Alejandro Amenábar,-4.175625999999999
1465,31-Dec-08,Admiral,20.0,0.0,38.585047,6.4,86,2015,"Action,Adventure,Biography",Roel Reiné,18.585047000000003
1466,31-Dec-12,Zambezia,20.0,0.0,34.454336,5.6,131,2012,"Adventure,Animation,Comedy",Wayne Thornley,14.454335999999998
1467,29-May-15,Survivor,20.0,0.0,1.703281,4.8,55,2012,"Biography,Crime,Documentary",Brook Susan Parker,-18.296719
1475,1-Dec-17,The Shape of Water,19.5,63.859435,195.790794,7.2,7224,2017,"Adventure,Drama,Fantasy",Guillermo del Toro,176.290794
1476,23-Aug-13,The Frozen Ground,19.2,0.0,5.61746,6.3,762,2013,"Crime,Drama,Mystery",Scott Walker,-13.582539999999998
1477,29-Jul-11,The Devil's Double,19.1,1.361512,5.965646,6.7,291,2011,"Biography,Drama,Thriller",Lee Tamahori,-13.134354000000002
1478,24-Jun-11,Bad Teacher,19.0,100.292856,215.448997,5.5,2894,2011,"Comedy,Romance",Jake Kasdan,196.448997
1479,26-Feb-10,The Crazies,19.0,39.123589,56.445534,6.2,1036,2010,"Horror,Thriller",Breck Eisner,37.445534
1480,8-Jan-10,Leap Year,19.0,25.91892,32.61892,6.7,990,2010,"Comedy,Romance",Anand Tucker,13.618920000000003
1482,8-Nov-13,The Book Thief,19.0,21.488481,76.086711,7.5,2788,2013,"Drama,War",Brian Percival,57.086710999999994
1483,4-Mar-11,Take Me Home Tonight,19.0,6.928068,7.576604,6.1,339,2011,"Comedy,Drama,Romance",Michael Dowse,-11.423396
1484,28-Sep-12,Won't Back Down,19.0,5.310554,5.745503,6.3,64,2012,Drama,Daniel Barnz,-13.254497
1486,1-Jun-18,Action Point,19.0,5.059608,5.103675,5.2,136,2018,Comedy,Tim Kirkby,-13.896325000000001
1487,2-Feb-01,Left Behind,18.5,4.221341,4.221341,4.0,713,2014,"Action,Drama,Fantasy",Vic Armstrong,-14.278659000000001
1488,3-Oct-14,Left Behind,16.0,14.019924,20.769209,4.0,713,2014,"Action,Drama,Fantasy",Vic Armstrong,4.769209
1491,9-May-14,Neighbors,18.0,150.0868,270.944428,6.2,4536,2014,Comedy,Nicholas Stoller,252.94442800000002
1494,3-Jun-88,Big,18.0,114.968774,151.668774,7.0,1813,2017,Documentary,Sean Sevestre,133.668774
1495,25-Mar-16,My Big Fat Greek Wedding 2,18.0,59.689605,92.096558,5.8,593,2016,"Comedy,Romance",Kirk Jones,74.096558
1496,11-Sep-15,The Perfect Guy,18.0,57.027435,60.278166,5.7,211,2015,"Crime,Drama,Horror",David M. Rosenthal,42.278166
1497,25-Mar-11,Diary of a Wimpy Kid: Rodrick Rules,18.0,52.698535,73.695194,6.4,492,2011,"Comedy,Family",David Bowers,55.695194
1498,8-Apr-11,Soul Surfer,18.0,43.853424,47.158652,7.0,688,2011,"Biography,Drama,Family",Sean McNamara,29.158651999999996
1499,29-Jun-18,Uncle Drew,18.0,42.469946,46.527161,6.5,220,2018,"Comedy,Sport",Charles Stone III,28.527161
1500,26-Jul-13,Blue Jasmine,18.0,33.404871,102.912961,7.0,1983,2013,Drama,Woody Allen,84.912961
1501,5-Dec-03,Honey,18.0,30.272254,62.646763,7.1,39,2010,Drama,Semih Kaplanoglu,44.646763
1504,7-Aug-15,Ricki and the Flash,18.0,26.839498,41.166033,5.8,473,2015,"Comedy,Drama,Music",Jonathan Demme,23.166033
1505,13-Nov-15,Love the Coopers,18.0,26.302731,42.22749,5.8,384,2015,"Comedy,Fantasy,Romance",Jessie Nelson,24.227490000000003
1506,28-Apr-17,The Circle,18.0,20.497844,40.651864,5.5,48,2015,"Drama,Fantasy,Horror",Levan Akin,22.651864000000003
1516,5-Nov-10,127 Hours,18.0,18.33523,60.217171,7.0,4469,2010,"Adventure,Biography,Drama",Danny Boyle,42.217171
1517,15-Jan-16,Norm of the North,18.0,17.062499,30.53566,4.2,192,2016,"Adventure,Animation,Comedy",Trevor Wall,12.53566
1518,16-Aug-13,Jobs,18.0,16.13141,43.402515,6.1,1622,2013,"Biography,Drama",Joshua Michael Stern,25.402515
1519,25-Jul-14,And So It Goes,18.0,15.160801,17.920013,5.9,264,2014,"Comedy,Drama,Romance",Rob Reiner,-0.07998699999999914
1520,31-Jan-14,Labor Day,18.0,13.371528,14.18981,6.9,546,2013,"Drama,Romance",Jason Reitman,-3.8101900000000004
1521,30-Aug-13,Getaway,18.0,10.501938,11.813989,5.1,380,2013,"Action,Crime,Thriller",Courtney Solomon,-6.186011000000001
1523,26-Jun-81,Dragonslayer,18.0,6.0,6.0,4.5,2,2011,Documentary,Tristan Patterson,-12.0
1524,11-Apr-14,The Railway Man,18.0,4.438438,23.91021,6.9,408,2013,"Biography,Drama,Romance",Jonathan Teplitzky,5.910209999999999
1525,29-Dec-95,Restoration,18.0,4.1,4.1,4.7,21,2011,Drama,Yossi Madmoni,-13.9
1528,18-Mar-16,Midnight Special,18.0,3.712282,7.68025,6.3,1105,2016,"Action,Drama,Mystery",Jeff Nichols,-10.319749999999999
1529,25-Nov-16,Miss Sloane,18.0,3.500605,7.71963,7.4,912,2016,"Drama,Thriller",John Madden,-10.28037
1530,23-Feb-96,Unforgettable,18.0,2.48379,2.48379,5.5,310,2010,Documentary,Eric Williams,-15.516210000000001
1531,21-Apr-17,Unforgettable,12.0,11.368012,16.221211,5.5,310,2010,Documentary,Eric Williams,4.221211
1538,1-Mar-13,Phantom,18.0,1.034589,1.19951,6.0,151,2013,"Drama,History,Thriller",Todd Robinson,-16.80049
1541,15-Apr-16,I Am Wrath,18.0,0.0,0.309608,4.9,296,2016,"Action,Crime,Drama",Chuck Russell,-17.690392
1542,14-Nov-14,Wolves,18.0,0.0,0.094953,5.8,151,2014,"Action,Fantasy,Horror",David Hayter,-17.905047
1546,13-Jul-12,Red Lights,17.7,0.049521,14.518884,6.1,615,2012,"Drama,Fantasy,Horror",Rodrigo Cortés,-3.1811159999999994
1547,27-Nov-13,Black Nativity,17.5,7.018188,7.285135,5.7,25,2013,"Drama,Family,Music",Kasi Lemmons,-10.214865
1548,25-Apr-03,City of Ghosts,17.5,0.325491,0.325491,7.1,24,2017,"Documentary,War",Matthew Heineman,-17.174509
1549,6-Apr-18,A Quiet Place,17.0,188.024361,334.522294,7.3,5848,2016,Documentary,Sjoerd Oostrik,317.522294
1551,15-Nov-13,The Best Man Holiday,17.0,70.525195,72.83571,6.6,145,2013,"Comedy,Drama",Malcolm D. Lee,55.835710000000006
1552,28-Sep-12,Pitch Perfect,17.0,65.001093,116.044347,7.3,4233,2012,"Comedy,Music,Romance",Jason Moore,99.044347
1553,5-Apr-13,Evil Dead,17.0,54.239856,97.778356,6.4,2664,2013,"Fantasy,Horror,Thriller",Fede Alvarez,80.778356
1554,20-Feb-15,"McFarland, USA",17.0,44.480275,45.707924,7.3,358,2015,"Biography,Drama,Sport",Niki Caro,28.707924
1555,11-Nov-16,Almost Christmas,17.0,42.065185,42.493506,5.6,245,2016,"Comedy,Drama",David E. Talbert,25.493505999999996
1556,4-Mar-11,Beastly,17.0,27.865571,38.02823,6.1,1748,2011,"Drama,Fantasy,Romance",Daniel Barnz,21.02823
1557,20-Aug-10,Lottery Ticket,17.0,24.719879,24.719879,5.7,92,2010,Comedy,Erik White,7.719878999999999
1558,24-Aug-12,The Apparition,17.0,4.936819,10.637281,4.3,221,2012,"Horror,Thriller",Todd Lincoln,-6.362719
1562,10-Jun-16,Genius,17.0,1.361045,7.265283,6.5,391,2016,"Biography,Drama",Michael Grandage,-9.734717
1565,26-Jun-15,Escobar: Paradise Lost,17.0,0.195792,3.917679,6.3,476,2014,"Crime,Drama,History",Andrea Di Stefano,-13.082321
1566,11-Mar-16,The Young Messiah,16.8,6.469813,7.313697,6.1,50,2016,"Drama,Fantasy",Cyrus Nowrasteh,-9.486303
1567,18-Aug-06,The Illusionist,16.5,39.868642,83.792062,7.4,280,2010,"Animation,Drama",Sylvain Chomet,67.292062
1570,25-May-12,Moonrise Kingdom,16.0,45.512466,68.848446,7.7,3023,2012,"Adventure,Comedy,Drama",Wes Anderson,52.848445999999996
1571,25-Nov-11,The Artist,16.0,44.667095,128.256712,7.4,1787,2011,"Comedy,Drama,Romance",Michel Hazanavicius,112.256712
1573,4-Feb-11,The Roommate,16.0,37.300107,52.545707,5.4,406,2011,"Drama,Thriller",Christian E. Christiansen,36.545707
1574,12-Mar-10,Remember Me,16.0,19.06824,56.50612,7.1,2079,2010,"Drama,Romance",Allen Coulter,40.50612
1577,29-Jun-12,People Like Us,16.0,12.431792,12.617472,6.8,360,2012,"Comedy,Drama",Alex Kurtzman,-3.3825280000000006
1578,18-Nov-16,Bleed for This,16.0,5.083906,6.603926,6.9,405,2016,"Biography,Drama,Sport",Ben Younger,-9.396073999999999
1579,14-Nov-14,The Homesman,16.0,2.429989,8.217571,6.5,389,2014,"Drama,Western",Tommy Lee Jones,-7.7824290000000005
1580,5-Apr-13,Trance,16.0,2.322593,22.594052,6.6,1348,2010,Horror,Hans Rodionoff,6.594052000000001
1583,16-May-14,The Immigrant,16.0,2.013456,7.585011,6.2,438,2013,"Drama,Romance",James Gray,-8.414989
1586,15-Aug-97,Steel,16.0,1.686429,1.686429,6.8,11,2012,Drama,Stefano Mordini,-14.313571
1588,2-Nov-12,Vamps,16.0,0.003361,0.094812,5.0,145,2012,"Comedy,Horror,Romance",Amy Heckerling,-15.905188
1590,21-Dec-18,Second Act,15.7,39.282227,63.288854,6.2,361,2018,"Comedy,Drama,Romance",Peter Segal,47.588854
1591,11-Aug-17,Annabelle: Creation,15.0,102.092201,305.384865,6.5,3141,2017,"Horror,Mystery,Thriller",David F. Sandberg,290.384865
1592,28-Nov-14,The Imitation Game,15.0,91.125143,227.740463,8.1,10396,2014,"Biography,Drama,Thriller",Morten Tyldum,212.740463
1593,18-Jan-13,Mama,15.0,71.62818,148.095566,6.1,2421,2013,"Horror,Thriller",Andy Muschietti,133.095566
1597,19-Mar-10,Diary of a Wimpy Kid,15.0,64.003625,76.954311,6.0,736,2010,"Comedy,Drama,Family",Thor Freudenthal,61.954311000000004
1598,31-Aug-07,Halloween,15.0,58.269151,77.514401,6.4,2020,2018,"Horror,Thriller",David Gordon Green,62.51440100000001
1599,19-Oct-18,Halloween,10.0,159.342015,254.900667,6.4,2020,2018,"Horror,Thriller",David Gordon Green,244.900667
1600,17-Oct-78,Halloween,0.325,47.0,70.0,6.4,2020,2018,"Horror,Thriller",David Gordon Green,69.675
1601,3-Feb-12,The Woman in Black,15.0,54.33329,128.955898,6.1,2122,2012,"Drama,Fantasy,Horror",James Watkins,113.95589799999999
1602,21-Dec-94,Little Women,15.0,50.003303,50.003303,6.8,11,2019,"Drama,Romance",Greta Gerwig,35.003303
1604,10-Aug-18,BlacKkKlansman,15.0,49.27534,93.017335,7.6,3138,2018,"Biography,Crime,Drama",Spike Lee,78.017335
1605,22-Feb-13,Snitch,15.0,42.930462,57.907734,1.0,1,2013,"Action,Drama,Thriller",Ric Roman Waugh,42.907734
1607,4-Dec-15,Krampus,15.0,42.725475,61.788393,6.0,1046,2015,"Comedy,Fantasy,Horror",Michael Dougherty,46.788393
1608,21-Sep-12,End of Watch,15.0,41.003371,57.586606,7.3,1770,2012,"Action,Crime,Drama",David Ayer,42.586606
1609,3-Dec-14,Wild,15.0,37.880356,52.460543,7.0,1454,2014,"Adventure,Biography,Drama",Jean-Marc Vallée,37.460543
1615,7-Nov-14,The Theory of Everything,15.0,35.893537,123.327692,7.9,6412,2014,"Biography,Drama,Romance",James Marsh,108.327692
1616,16-Sep-11,Drive,15.0,35.060689,81.35793,7.5,6737,2011,"Crime,Drama",Nicolas Winding Refn,66.35793
1618,23-Nov-18,The Favourite,15.0,34.366783,94.113929,7.7,2096,2018,"Biography,Drama,History",Yorgos Lanthimos,79.113929
1619,22-Aug-14,When the Game Stands Tall,15.0,30.127963,30.138912,6.6,185,2014,"Drama,Family,Sport",Thomas Carter,15.138912000000001
1620,8-Sep-17,Home Again,15.0,27.020284,37.336874,5.9,659,2012,Drama,Sudz Sutherland,22.336874
1622,23-Jul-10,Ramona and Beezus,15.0,26.167002,27.469621,6.3,460,2010,"Adventure,Comedy,Family",Elizabeth Allen Rosenbaum,12.469621
1623,27-Aug-14,The November Man,15.0,25.018119,34.820335,6.1,852,2014,"Action,Crime,Thriller",Roger Donaldson,19.820335
1624,29-Mar-13,The Place Beyond the Pines,15.0,21.403519,47.011449,6.9,2781,2012,"Crime,Drama,Thriller",Derek Cianfrance,32.011449
1625,29-Apr-16,Keanu,15.0,20.591853,20.688141,6.0,644,2016,"Action,Comedy,Crime",Peter Atencio,5.688141000000002
1626,22-Dec-10,Country Strong,15.0,20.218921,20.601987,6.3,126,2010,"Drama,Music",Shana Feste,5.601987000000001
1627,25-Jul-14,A Most Wanted Man,15.0,17.237855,36.06889,6.5,784,2014,"Crime,Drama,Thriller",Anton Corbijn,21.068890000000003
1628,2-Nov-12,The Man with the Iron Fists,15.0,15.63409,22.018988,5.3,573,2012,Action,RZA,7.018988
