,release_date,movie,production_budget_millions,domestic_gross_millions,worldwide_gross_millions,vote_average,vote_count,start_year,genres,directors_name,movie_profits_millions
555,13-Jul-18,Hotel Transylvania 3: Summer Vacation,65.0,167.500092,527.079962,6.8,1673,2018,"Adventure,Animation,Comedy",Genndy Tartakovsky,462.079962
556,25-Dec-14,Unbroken,65.0,115.637895,163.527824,7.4,2240,2018,Drama,Tayo Osasona,98.52782400000001
558,5-Nov-10,Due Date,65.0,100.539043,211.739043,6.3,2973,2010,"Adventure,Comedy",Todd Phillips,146.739043
559,19-Dec-14,Annie,65.0,85.911262,139.829625,6.1,770,2014,"Comedy,Drama,Family",Will Gluck,74.829625
563,7-Jul-00,The Kid,65.0,69.688384,69.688384,6.9,12,2010,Drama,Nick Moran,4.688383999999999
566,16-May-12,The Dictator,65.0,59.650222,180.148897,6.0,3042,2012,Comedy,Larry Charles,115.148897
567,17-Feb-12,This Means War,65.0,54.760791,156.974557,6.0,2096,2012,"Action,Comedy,Romance",McG,91.974557
568,27-Feb-15,Focus,65.0,53.862963,168.0657,6.8,4173,2014,Comedy,Christopher Young,103.06569999999999
569,21-Nov-12,Red Dawn,65.0,44.806783,48.16415,5.4,849,2012,"Action,Sci-Fi,Thriller",Dan Bradley,-16.83585
570,18-Sep-15,Everest,65.0,43.48227,221.297061,6.7,2874,2015,"Action,Adventure,Biography",Baltasar Kormákur,156.297061
571,14-Sep-12,Resident Evil: Retribution,65.0,42.345531,240.647629,5.7,2321,2012,"Action,Horror,Sci-Fi",Paul W.S. Anderson,175.647629
572,14-Jan-05,Elektra,65.0,24.409722,56.824633,8.0,1,2010,"Drama,Thriller",Shyamaprasad,-8.175367000000001
573,24-Jan-14,"I, Frankenstein",65.0,19.07529,74.57529,5.2,1090,2014,"Action,Fantasy,Horror",Stuart Beattie,9.575289999999995
574,25-Dec-16,Live by Night,65.0,10.378555,21.774432,6.2,759,2016,"Action,Crime,Drama",Ben Affleck,-43.225567999999996
575,26-Oct-18,Air Strike,65.0,0.0,0.516279,3.9,56,2018,"Action,Adventure,Drama",Xiao Feng,-64.483721
576,1-Apr-11,Hop,63.0,108.085305,188.657593,5.6,611,2011,"Adventure,Animation,Comedy",Tim Hill,125.65759299999999
577,15-Sep-17,American Assassin,63.0,36.249674,68.31014,6.3,1596,2017,"Action,Thriller",Michael Cuesta,5.310140000000004
578,25-Dec-15,The Hateful Eight,62.0,54.117416,147.864886,7.7,8065,2015,"Crime,Drama,Mystery",Quentin Tarantino,85.86488600000001
579,3-Oct-14,Gone Girl,61.0,167.767189,368.567189,7.9,10459,2014,"Drama,Mystery,Thriller",David Fincher,307.567189
580,18-Sep-15,Maze Runner: The Scorch Trials,61.0,81.697192,310.566162,6.6,6365,2015,"Action,Sci-Fi,Thriller",Wes Ball,249.56616200000002
581,2-Aug-13,2 Guns,61.0,75.61246,132.493015,6.5,2368,2013,"Action,Comedy,Crime",Baltasar Kormákur,71.49301500000001
582,9-Sep-16,Sully,60.0,125.070033,238.524556,7.1,3924,2016,"Biography,Drama",Clint Eastwood,178.524556
583,15-Oct-10,Red,60.0,90.380162,196.439693,5.0,1,2014,Thriller,Danielle Colman,136.439693
586,13-Aug-10,Eat Pray Love,60.0,80.57401,206.598789,6.0,1208,2010,"Drama,Romance",Ryan Murphy,146.598789
587,21-Dec-12,Jack Reacher,60.0,80.070736,217.370736,6.4,4155,2012,"Action,Crime,Thriller",Christopher McQuarrie,157.370736
588,9-Sep-11,Contagion,60.0,75.658097,137.551594,6.3,2128,2011,"Action,Drama,Thriller",Steven Soderbergh,77.551594
589,4-Mar-16,London Has Fallen,60.0,62.52426,195.194085,5.9,2591,2016,"Action,Thriller",Babak Najafi,135.194085
590,21-Oct-16,Jack Reacher: Never Go Back,60.0,58.697076,159.946489,5.6,2831,2016,"Action,Thriller",Edward Zwick,99.94648900000001
591,25-May-17,Baywatch,60.0,58.060186,175.863783,6.1,4748,2017,"Action,Comedy,Crime",Seth Gordon,115.86378300000001
592,25-Dec-15,Joy,60.0,56.451232,101.134059,6.5,2723,2010,Drama,Mijke de Jong,41.13405899999999
597,4-Aug-17,The Dark Tower,60.0,50.701325,113.461527,5.6,2842,2017,"Action,Adventure,Fantasy",Nikolaj Arcel,53.461527000000004
598,17-Jan-14,Jack Ryan: Shadow Recruit,60.0,50.577412,131.377412,6.1,1687,2014,"Action,Drama,Thriller",Kenneth Branagh,71.37741199999999
599,25-Dec-18,Vice,60.0,47.836282,70.883171,4.3,312,2015,"Action,Adventure,Sci-Fi",Brian A. Miller,10.883171000000004
603,11-Jan-13,Gangster Squad,60.0,46.000903,104.100903,6.3,2527,2013,"Action,Crime,Drama",Ruben Fleischer,44.100903
604,7-Apr-17,Smurfs: The Lost Village,60.0,45.020282,197.578586,6.2,736,2017,"Adventure,Animation,Comedy",Kelly Asbury,137.578586
605,12-Oct-18,First Man,60.0,44.936545,105.203825,7.1,2304,2018,"Biography,Drama,History",Damien Chazelle,45.203824999999995
606,29-Jan-10,Edge of Darkness,60.0,43.31389,82.812456,6.3,794,2010,"Crime,Drama,Mystery",Martin Campbell,22.812455999999997
608,17-Apr-09,State of Play,60.0,37.017955,88.83221,6.0,3,2013,"Documentary,Drama,Sport",Steven Dhoedt,28.832210000000003
609,21-Sep-12,Trouble with the Curve,60.0,35.763137,47.818913,6.7,613,2012,"Drama,Sport",Robert Lorenz,-12.181086999999998
610,15-Sep-00,Almost Famous,60.0,32.522352,47.371191,7.5,1339,2017,"Comedy,Drama,Family",Marco Carmel,-12.628808999999997
611,21-Aug-13,The Mortal Instruments: City of Bones,60.0,31.165421,75.965567,6.3,2915,2013,"Action,Fantasy,Horror",Harald Zwart,15.965566999999993
612,22-Feb-02,Dragonfly,60.0,30.063805,30.063805,3.0,2,2015,"Crime,Drama,Thriller",Andrew Tiernan,-29.936195
614,13-May-11,Priest,60.0,29.136626,84.154026,5.5,1157,2011,"Action,Adventure,Fantasy",Scott Stewart,24.154026
615,24-Feb-17,Rock Dog,60.0,9.420546,24.148488,5.7,123,2016,"Adventure,Animation,Comedy",Ash Brannon,-35.851512
616,23-Jan-15,Mortdecai,60.0,7.696134,30.396134,5.4,1666,2015,"Action,Comedy,Crime",David Koepp,-29.603866
617,23-Mar-18,Sherlock Gnomes,59.0,43.242871,87.527651,5.4,343,2018,"Adventure,Animation,Comedy",John Stevenson,28.527651000000006
618,12-Feb-16,Deadpool,58.0,363.070709,801.025593,7.6,20175,2016,"Action,Adventure,Comedy",Tim Miller,743.025593
619,25-Dec-14,American Sniper,58.0,350.126372,547.326372,7.4,7658,2014,"Action,Biography,Drama",Clint Eastwood,489.326372
620,16-Oct-15,Goosebumps,58.0,80.069458,158.905324,6.2,2147,2015,"Adventure,Comedy,Family",Rob Letterman,100.90532400000001
621,20-Jan-12,Red Tails,58.0,49.876377,50.365498,6.0,256,2012,"Action,Adventure,Drama",Anthony Hemingway,-7.634501999999998
622,7-Jun-13,The Internship,58.0,44.672764,93.672764,6.2,2631,2013,Comedy,Shawn Levy,35.672764
623,10-Sep-10,Resident Evil: Afterlife,57.5,60.128566,295.87419,5.9,2119,2010,"Action,Adventure,Horror",Paul W.S. Anderson,238.37419
624,15-Jun-12,That's My Boy,57.5,36.931089,58.085235,5.5,831,2012,Comedy,Sean Anders,0.5852349999999973
625,25-Dec-14,Into the Woods,56.2,128.002372,213.116401,5.7,2880,2014,"Adventure,Comedy,Drama",Rob Marshall,156.916401
629,2-Nov-18,Bohemian Rhapsody,55.0,216.303339,894.985342,8.1,7629,2018,"Biography,Drama,Music",Bryan Singer,839.985342
630,10-Feb-17,Fifty Shades Darker,55.0,114.43401,381.398492,6.1,4489,2017,"Drama,Romance",James Foley,326.398492
631,11-Oct-13,Captain Phillips,55.0,107.136417,220.648184,7.6,3909,2013,"Biography,Drama,Thriller",Paul Greengrass,165.648184
632,10-Nov-17,Murder on the Orient Express,55.0,102.826543,345.92273,6.7,5406,2017,"Crime,Drama,Mystery",Kenneth Branagh,290.92273
633,26-Sep-14,The Equalizer,55.0,101.530738,192.903624,7.2,4989,2014,"Action,Crime,Thriller",Antoine Fuqua,137.903624
